learner_id,learner_profile,completed_topics,quizzes_attempted,average_quiz_score,learning_streak,study_hours,completion_percentage,revision_sessions,coach_interactions,improvement_trend,current_domain,quiz_difficulty,pass_probability,next_quiz_pass
LRN01459,Fast Learner,38,20,98.0,25,30.46,63.33,18,14,Improving,SQL,Easy,0.859,1
LRN01460,Casual Learner,12,8,55.54,8,10.1,20.0,1,2,Stable,NLP,Medium,0.347,0
LRN01461,Casual Learner,20,17,49.77,6,4.97,33.33,2,1,Improving,Machine Learning,Medium,0.408,1
LRN01462,Consistent Learner,42,34,92.72,15,20.88,70.0,12,12,Improving,SQL,Medium,0.777,1
LRN01463,Fast Learner,45,38,98.0,29,22.19,75.0,20,13,Improving,MLOps,Hard,0.822,1
LRN01464,Casual Learner,22,12,62.69,8,11.51,36.67,1,1,Declining,Python,Easy,0.338,0
LRN01465,Casual Learner,6,3,49.04,2,7.93,10.0,0,0,Stable,MLOps,Hard,0.222,0
LRN01466,Consistent Learner,38,24,79.03,16,16.58,63.33,10,11,Improving,Python,Medium,0.685,1
LRN01467,Casual Learner,6,5,48.68,4,4.82,10.0,2,1,Declining,Generative AI,Medium,0.191,0
LRN01468,Consistent Learner,25,18,82.24,12,24.31,41.67,5,5,Stable,Generative AI,Medium,0.579,1
LRN01469,Fast Learner,41,34,98.0,21,26.13,68.33,8,14,Improving,NLP,Easy,0.821,1
LRN01470,Consistent Learner,39,29,95.18,14,24.51,65.0,11,3,Improving,SQL,Easy,0.785,1
LRN01471,Casual Learner,19,10,56.65,10,6.69,31.67,1,0,Stable,Python,Easy,0.37,0
LRN01472,Fast Learner,40,31,98.0,16,18.71,66.67,15,7,Stable,NLP,Hard,0.667,1
LRN01473,Casual Learner,11,7,45.18,9,3.33,18.33,1,3,Improving,SQL,Medium,0.358,0
LRN01474,Casual Learner,21,11,40.23,4,3.93,35.0,1,0,Stable,NLP,Medium,0.277,0
LRN01475,Consistent Learner,20,14,84.03,20,18.65,33.33,7,5,Improving,Generative AI,Easy,0.658,1
LRN01476,Struggling Learner,11,8,34.77,0,6.05,18.33,0,1,Stable,MLOps,Medium,0.213,0
LRN01477,Casual Learner,12,6,58.63,1,11.72,20.0,1,2,Stable,Generative AI,Medium,0.348,0
LRN01478,Struggling Learner,6,3,41.89,2,6.92,10.0,0,1,Declining,NLP,Easy,0.157,0
LRN01479,Consistent Learner,37,27,75.67,11,17.42,61.67,7,12,Stable,Python,Medium,0.569,1
LRN01480,Fast Learner,42,36,98.0,24,20.21,70.0,16,15,Improving,SQL,Hard,0.782,1
LRN01481,Casual Learner,12,6,47.33,4,9.31,20.0,0,1,Stable,NLP,Hard,0.245,0
LRN01482,Casual Learner,19,12,52.18,4,6.32,31.67,4,0,Declining,Machine Learning,Medium,0.26,0
LRN01483,Fast Learner,42,28,96.83,18,22.27,70.0,10,9,Improving,Python,Medium,0.803,1
LRN01484,Consistent Learner,21,11,83.75,23,13.11,35.0,13,6,Stable,Python,Medium,0.584,1
LRN01485,Fast Learner,35,19,98.0,26,26.79,58.33,15,6,Stable,Machine Learning,Medium,0.754,1
LRN01486,Fast Learner,36,24,98.0,18,24.95,60.0,11,5,Improving,Python,Hard,0.75,1
LRN01487,Struggling Learner,8,4,32.13,1,4.44,13.33,3,1,Improving,NLP,Easy,0.276,0
LRN01488,Consistent Learner,31,21,88.1,23,16.7,51.67,14,7,Improving,Machine Learning,Easy,0.732,1
LRN01489,Struggling Learner,6,5,40.27,1,5.25,10.0,3,2,Declining,SQL,Easy,0.149,0
LRN01490,Consistent Learner,24,12,87.9,25,20.49,40.0,5,3,Improving,Python,Medium,0.703,1
LRN01491,Casual Learner,7,4,52.61,0,10.16,11.67,3,4,Declining,Python,Easy,0.221,0
LRN01492,Casual Learner,22,15,58.27,8,9.91,36.67,0,5,Declining,MLOps,Easy,0.31,0
LRN01493,Consistent Learner,42,31,68.0,15,10.99,70.0,5,7,Stable,Machine Learning,Medium,0.535,1
LRN01494,Consistent Learner,32,24,98.0,25,21.75,53.33,15,6,Improving,MLOps,Easy,0.804,1
LRN01495,Casual Learner,14,8,43.54,6,3.92,23.33,0,1,Improving,NLP,Medium,0.352,0
LRN01496,Casual Learner,15,13,54.0,3,6.93,25.0,5,5,Stable,Generative AI,Medium,0.337,0
LRN01497,Casual Learner,5,4,49.06,4,3.6,8.33,1,3,Improving,SQL,Medium,0.343,0
LRN01498,Casual Learner,22,11,48.28,1,10.6,36.67,0,3,Stable,Python,Medium,0.329,0
LRN01499,Consistent Learner,37,28,90.54,12,24.16,61.67,8,8,Improving,Generative AI,Medium,0.743,1
LRN01500,Casual Learner,9,7,55.49,1,11.08,15.0,3,0,Stable,Machine Learning,Hard,0.277,0
LRN01501,Casual Learner,7,4,55.81,6,11.73,11.67,2,2,Improving,Machine Learning,Medium,0.415,0
LRN01502,Consistent Learner,34,24,95.1,21,24.59,56.67,12,3,Improving,Generative AI,Easy,0.789,1
LRN01503,Consistent Learner,22,15,85.84,15,22.43,36.67,8,9,Improving,MLOps,Medium,0.674,1
LRN01504,Consistent Learner,35,26,86.47,18,20.12,58.33,7,12,Improving,NLP,Medium,0.718,1
LRN01505,Struggling Learner,15,11,32.57,0,5.65,25.0,2,0,Stable,Python,Medium,0.22,0
LRN01506,Consistent Learner,21,12,84.96,17,17.42,35.0,7,10,Improving,Generative AI,Easy,0.653,1
LRN01507,Consistent Learner,44,33,98.0,22,23.97,73.33,7,7,Stable,MLOps,Medium,0.744,1
LRN01508,Consistent Learner,37,18,82.13,18,13.73,61.67,14,9,Improving,Python,Medium,0.702,1
LRN01509,Consistent Learner,32,26,81.67,21,12.14,53.33,14,6,Improving,SQL,Easy,0.686,1
LRN01510,Struggling Learner,7,5,30.0,3,2.86,11.67,1,0,Stable,NLP,Easy,0.178,0
LRN01511,Consistent Learner,39,32,81.75,23,18.64,65.0,5,12,Improving,Python,Medium,0.714,1
LRN01512,Casual Learner,16,14,63.86,9,8.95,26.67,5,1,Declining,Python,Easy,0.327,0
LRN01513,Consistent Learner,20,12,75.9,17,15.13,33.33,5,7,Improving,MLOps,Easy,0.596,0
LRN01514,Struggling Learner,8,4,33.65,3,6.25,13.33,1,2,Stable,Python,Hard,0.159,0
LRN01515,Consistent Learner,45,36,85.6,22,18.51,75.0,6,10,Stable,MLOps,Easy,0.671,1
LRN01516,Casual Learner,24,17,62.23,8,7.84,40.0,5,0,Declining,NLP,Medium,0.34,0
LRN01517,Fast Learner,37,30,98.0,28,25.53,61.67,16,6,Improving,NLP,Medium,0.844,1
LRN01518,Consistent Learner,39,30,91.62,17,19.95,65.0,14,9,Improving,Generative AI,Medium,0.769,1
LRN01519,Struggling Learner,2,1,30.43,4,3.29,3.33,2,2,Stable,SQL,Medium,0.17,0
LRN01520,Fast Learner,56,47,98.0,26,31.28,93.33,11,11,Improving,NLP,Easy,0.904,1
LRN01521,Fast Learner,54,33,98.0,27,27.14,90.0,11,11,Stable,SQL,Easy,0.811,1
LRN01522,Consistent Learner,39,19,77.32,25,10.84,65.0,5,3,Improving,SQL,Easy,0.673,1
LRN01523,Consistent Learner,21,17,86.51,22,14.4,35.0,11,7,Improving,NLP,Medium,0.673,1
LRN01524,Consistent Learner,33,22,70.64,10,13.93,55.0,9,8,Stable,Machine Learning,Medium,0.523,0
LRN01525,Consistent Learner,29,23,83.37,17,21.52,48.33,8,11,Improving,Machine Learning,Easy,0.689,1
LRN01526,Consistent Learner,24,18,86.66,15,22.81,40.0,11,8,Improving,Machine Learning,Medium,0.694,1
LRN01527,Struggling Learner,0,1,36.68,5,5.86,0.0,3,1,Stable,SQL,Hard,0.155,0
LRN01528,Consistent Learner,35,19,91.87,25,20.41,58.33,9,9,Improving,Python,Easy,0.767,1
LRN01529,Casual Learner,8,6,50.34,8,3.83,13.33,2,4,Declining,Python,Medium,0.212,0
LRN01530,Fast Learner,50,44,98.0,27,28.01,83.33,15,12,Stable,SQL,Medium,0.811,1
LRN01531,Consistent Learner,45,40,94.47,18,23.46,75.0,12,5,Improving,SQL,Medium,0.811,1
LRN01532,Fast Learner,38,22,98.0,16,33.63,63.33,11,13,Stable,Machine Learning,Easy,0.738,1
LRN01533,Casual Learner,17,12,62.33,8,10.8,28.33,0,3,Stable,Machine Learning,Hard,0.344,0
LRN01534,Fast Learner,39,33,98.0,22,20.1,65.0,16,10,Stable,Machine Learning,Easy,0.737,1
LRN01535,Consistent Learner,29,18,89.84,19,19.79,48.33,15,10,Improving,Python,Easy,0.735,1
LRN01536,Fast Learner,57,42,98.0,24,34.74,95.0,20,13,Declining,MLOps,Hard,0.715,1
LRN01537,Struggling Learner,14,10,35.85,3,4.07,23.33,1,1,Declining,SQL,Medium,0.152,0
LRN01538,Struggling Learner,12,9,37.94,0,5.8,20.0,3,2,Improving,Python,Medium,0.318,0
LRN01539,Consistent Learner,21,15,75.96,16,13.82,35.0,5,9,Improving,MLOps,Medium,0.593,1
LRN01540,Consistent Learner,27,13,83.36,17,14.97,45.0,9,3,Stable,MLOps,Medium,0.583,1
LRN01541,Casual Learner,17,14,57.07,8,6.96,28.33,2,4,Stable,SQL,Easy,0.363,0
LRN01542,Casual Learner,16,9,48.18,6,5.35,26.67,0,4,Stable,Python,Medium,0.304,0
LRN01543,Consistent Learner,45,26,84.89,10,18.29,75.0,15,8,Improving,NLP,Hard,0.687,1
LRN01544,Consistent Learner,37,26,94.1,23,21.03,61.67,14,11,Stable,MLOps,Medium,0.713,1
LRN01545,Struggling Learner,15,9,35.57,1,5.05,25.0,3,0,Stable,NLP,Easy,0.237,0
LRN01546,Struggling Learner,12,10,39.88,1,5.97,20.0,2,1,Declining,Generative AI,Medium,0.167,0
LRN01547,Consistent Learner,45,31,75.14,13,11.55,75.0,15,11,Stable,Generative AI,Easy,0.599,1
LRN01548,Struggling Learner,1,1,33.52,4,5.98,1.67,1,1,Stable,SQL,Easy,0.187,0
LRN01549,Fast Learner,57,31,98.0,29,26.87,95.0,14,11,Improving,MLOps,Medium,0.913,1
LRN01550,Struggling Learner,15,12,30.9,0,6.0,25.0,0,0,Stable,Python,Easy,0.209,0
LRN01551,Consistent Learner,37,27,81.86,20,14.34,61.67,15,6,Improving,Python,Medium,0.71,1
LRN01552,Casual Learner,22,14,57.18,3,8.77,36.67,2,2,Stable,MLOps,Medium,0.373,0
LRN01553,Fast Learner,59,51,98.0,29,34.91,98.33,20,11,Stable,Machine Learning,Hard,0.815,1
LRN01554,Casual Learner,19,9,54.09,5,10.51,31.67,0,5,Declining,NLP,Medium,0.275,0
LRN01555,Fast Learner,55,43,98.0,26,24.68,91.67,12,6,Stable,SQL,Hard,0.756,1
LRN01556,Consistent Learner,30,15,80.41,18,11.51,50.0,14,10,Improving,Generative AI,Medium,0.663,1
LRN01557,Consistent Learner,29,21,90.82,22,18.31,48.33,13,12,Improving,NLP,Medium,0.738,1
LRN01558,Consistent Learner,37,33,85.3,13,18.33,61.67,12,11,Improving,Generative AI,Easy,0.713,1
LRN01559,Casual Learner,18,12,46.31,7,4.63,30.0,0,4,Stable,SQL,Easy,0.302,0
LRN01560,Fast Learner,57,40,98.0,26,30.99,95.0,15,15,Stable,NLP,Easy,0.838,1
LRN01561,Casual Learner,5,4,61.61,9,9.85,8.33,2,1,Stable,Generative AI,Medium,0.356,0
LRN01562,Consistent Learner,34,23,78.49,12,14.36,56.67,15,5,Improving,Python,Easy,0.664,1
LRN01563,Casual Learner,22,16,50.25,1,4.3,36.67,4,5,Stable,SQL,Easy,0.326,0
LRN01564,Consistent Learner,36,28,85.59,24,18.81,60.0,5,7,Stable,Python,Hard,0.594,1
LRN01565,Consistent Learner,35,28,82.82,11,22.5,58.33,10,9,Stable,SQL,Easy,0.619,1
LRN01566,Consistent Learner,20,15,75.68,10,20.65,33.33,5,4,Stable,Machine Learning,Medium,0.515,1
LRN01567,Consistent Learner,26,18,98.0,18,22.41,43.33,12,5,Improving,MLOps,Hard,0.71,1
LRN01568,Fast Learner,50,39,98.0,20,26.84,83.33,10,9,Improving,NLP,Easy,0.855,1
LRN01569,Consistent Learner,45,23,84.69,10,21.59,75.0,12,4,Improving,MLOps,Medium,0.74,1
LRN01570,Fast Learner,46,41,98.0,20,34.57,76.67,15,6,Improving,NLP,Easy,0.865,1
LRN01571,Casual Learner,12,6,53.32,7,11.52,20.0,0,4,Stable,NLP,Medium,0.337,0
LRN01572,Fast Learner,50,40,98.0,17,22.36,83.33,16,14,Improving,Machine Learning,Easy,0.848,1
LRN01573,Casual Learner,21,12,60.2,9,7.21,35.0,4,4,Stable,Generative AI,Easy,0.399,1
LRN01574,Casual Learner,18,12,51.6,1,10.53,30.0,4,5,Stable,Machine Learning,Hard,0.29,0
LRN01575,Struggling Learner,2,1,30.0,2,1.25,3.33,0,1,Declining,SQL,Medium,0.071,0
LRN01576,Struggling Learner,6,3,45.13,5,7.8,10.0,2,3,Declining,Machine Learning,Hard,0.137,0
LRN01577,Consistent Learner,32,21,93.18,23,22.93,53.33,5,9,Improving,MLOps,Hard,0.706,1
LRN01578,Struggling Learner,6,3,39.66,1,4.83,10.0,2,1,Declining,Machine Learning,Medium,0.142,0
LRN01579,Fast Learner,45,29,98.0,29,18.9,75.0,12,5,Improving,Python,Medium,0.841,1
LRN01580,Consistent Learner,25,17,85.34,10,20.94,41.67,14,3,Stable,Python,Easy,0.599,1
LRN01581,Consistent Learner,20,17,87.55,13,19.99,33.33,8,4,Improving,Generative AI,Hard,0.612,0
LRN01582,Struggling Learner,0,1,34.32,2,2.0,0.0,3,3,Stable,Python,Medium,0.174,0
LRN01583,Struggling Learner,10,8,40.61,2,6.72,16.67,0,1,Declining,SQL,Medium,0.164,0
LRN01584,Casual Learner,23,19,46.92,0,6.22,38.33,0,1,Stable,Python,Easy,0.309,0
LRN01585,Consistent Learner,43,25,98.0,21,23.96,71.67,15,12,Improving,Python,Medium,0.838,1
LRN01586,Casual Learner,8,5,48.62,3,9.88,13.33,1,3,Stable,MLOps,Medium,0.289,0
LRN01587,Fast Learner,42,37,98.0,17,29.33,70.0,8,5,Improving,SQL,Hard,0.774,1
LRN01588,Fast Learner,57,36,98.0,18,33.25,95.0,8,9,Stable,NLP,Easy,0.799,1
LRN01589,Struggling Learner,9,7,37.08,4,1.45,15.0,2,0,Stable,Generative AI,Medium,0.217,0
LRN01590,Consistent Learner,31,19,85.16,17,21.4,51.67,10,12,Improving,Python,Easy,0.708,1
LRN01591,Casual Learner,23,15,46.52,0,3.12,38.33,3,4,Declining,Python,Easy,0.224,0
LRN01592,Consistent Learner,28,16,77.19,17,10.66,46.67,12,11,Stable,SQL,Medium,0.552,1
LRN01593,Consistent Learner,38,19,89.63,21,20.48,63.33,8,3,Improving,SQL,Medium,0.754,1
LRN01594,Fast Learner,46,41,98.0,17,32.08,76.67,15,8,Improving,NLP,Easy,0.857,1
LRN01595,Consistent Learner,25,19,85.09,15,18.73,41.67,15,12,Stable,Machine Learning,Medium,0.606,0
LRN01596,Fast Learner,60,50,97.28,16,18.54,100.0,18,11,Improving,MLOps,Medium,0.867,1
LRN01597,Struggling Learner,8,5,30.0,1,2.7,13.33,0,0,Declining,Generative AI,Hard,0.043,0
LRN01598,Casual Learner,19,12,58.38,9,6.01,31.67,4,4,Declining,Python,Easy,0.3,0
LRN01599,Casual Learner,14,9,45.7,0,4.51,23.33,1,1,Improving,Python,Hard,0.3,0
LRN01600,Consistent Learner,36,30,81.35,18,12.8,60.0,12,10,Improving,NLP,Easy,0.687,1
LRN01601,Casual Learner,12,6,57.54,8,9.42,20.0,0,1,Improving,MLOps,Medium,0.432,0
LRN01602,Fast Learner,46,39,98.0,18,33.42,76.67,16,14,Improving,Generative AI,Easy,0.862,1
LRN01603,Fast Learner,48,34,98.0,26,21.59,80.0,13,13,Stable,Generative AI,Medium,0.775,1
LRN01604,Consistent Learner,42,21,90.34,22,20.36,70.0,13,11,Declining,Machine Learning,Hard,0.576,1
LRN01605,Casual Learner,24,17,52.03,1,10.72,40.0,4,3,Declining,NLP,Hard,0.233,0
LRN01606,Consistent Learner,29,16,94.13,13,22.99,48.33,13,5,Improving,Python,Easy,0.744,1
LRN01607,Consistent Learner,24,12,79.86,17,19.38,40.0,7,5,Improving,Machine Learning,Medium,0.647,1
LRN01608,Struggling Learner,3,2,32.05,2,1.46,5.0,1,0,Declining,SQL,Easy,0.087,0
LRN01609,Fast Learner,57,44,98.0,22,29.83,95.0,10,7,Stable,SQL,Medium,0.814,1
LRN01610,Consistent Learner,26,17,77.7,14,10.62,43.33,13,4,Improving,NLP,Easy,0.622,1
LRN01611,Casual Learner,16,10,55.81,9,9.44,26.67,1,3,Declining,Python,Medium,0.282,0
LRN01612,Casual Learner,5,3,58.63,9,8.87,8.33,0,3,Declining,Python,Medium,0.254,0
LRN01613,Casual Learner,10,8,49.95,8,8.24,16.67,1,0,Improving,MLOps,Medium,0.389,0
LRN01614,Casual Learner,17,14,48.09,9,4.46,28.33,0,1,Improving,Python,Medium,0.392,0
LRN01615,Consistent Learner,33,21,98.0,22,22.62,55.0,12,3,Stable,Python,Medium,0.715,1
LRN01616,Consistent Learner,21,16,79.53,19,14.55,35.0,9,7,Improving,SQL,Medium,0.63,1
LRN01617,Fast Learner,42,31,98.0,26,27.65,70.0,8,9,Improving,SQL,Hard,0.792,1
LRN01618,Consistent Learner,23,18,72.94,14,11.33,38.33,9,6,Stable,MLOps,Medium,0.502,1
LRN01619,Casual Learner,13,10,55.25,1,9.06,21.67,5,4,Declining,Generative AI,Medium,0.257,0
LRN01620,Casual Learner,24,18,52.97,9,3.88,40.0,3,1,Declining,MLOps,Easy,0.283,0
LRN01621,Casual Learner,13,11,52.88,8,4.99,21.67,2,1,Declining,Machine Learning,Hard,0.194,0
LRN01622,Fast Learner,46,27,98.0,26,29.33,76.67,16,8,Improving,Python,Hard,0.831,1
LRN01623,Fast Learner,46,29,98.0,30,32.42,76.67,14,5,Improving,NLP,Medium,0.889,1
LRN01624,Casual Learner,13,10,56.75,7,7.49,21.67,3,4,Declining,MLOps,Medium,0.27,0
LRN01625,Casual Learner,11,7,54.38,3,6.24,18.33,3,2,Improving,NLP,Hard,0.348,0
LRN01626,Consistent Learner,45,23,70.76,16,10.95,75.0,9,5,Improving,Generative AI,Medium,0.65,1
LRN01627,Consistent Learner,39,32,94.39,19,23.76,65.0,13,4,Improving,SQL,Medium,0.797,1
LRN01628,Casual Learner,17,14,47.47,7,5.72,28.33,1,0,Stable,Machine Learning,Easy,0.311,0
LRN01629,Casual Learner,8,4,49.56,6,5.39,13.33,0,2,Improving,Generative AI,Medium,0.364,0
LRN01630,Struggling Learner,13,7,41.57,2,6.72,21.67,2,2,Declining,NLP,Easy,0.183,0
LRN01631,Consistent Learner,41,28,90.34,10,23.56,68.33,13,4,Improving,SQL,Easy,0.761,1
LRN01632,Consistent Learner,37,21,86.61,18,16.7,61.67,10,5,Improving,MLOps,Hard,0.672,1
LRN01633,Struggling Learner,14,7,32.87,5,2.82,23.33,3,0,Declining,MLOps,Hard,0.095,0
LRN01634,Casual Learner,18,12,49.08,2,10.17,30.0,1,3,Stable,MLOps,Medium,0.323,0
LRN01635,Consistent Learner,23,20,79.86,11,14.18,38.33,15,3,Improving,SQL,Hard,0.58,1
LRN01636,Fast Learner,46,39,98.0,16,23.53,76.67,8,5,Improving,MLOps,Easy,0.815,1
LRN01637,Consistent Learner,41,20,85.26,16,22.7,68.33,6,9,Declining,MLOps,Medium,0.574,1
LRN01638,Consistent Learner,32,27,79.29,12,17.94,53.33,12,5,Improving,Generative AI,Medium,0.665,1
LRN01639,Consistent Learner,32,23,75.87,10,12.64,53.33,14,5,Improving,SQL,Medium,0.632,1
LRN01640,Struggling Learner,11,6,36.59,5,6.79,18.33,1,1,Declining,NLP,Easy,0.16,0
LRN01641,Struggling Learner,5,4,30.0,2,1.01,8.33,3,1,Stable,NLP,Easy,0.168,0
LRN01642,Fast Learner,47,24,98.0,16,19.56,78.33,16,12,Improving,Python,Medium,0.826,1
LRN01643,Casual Learner,11,6,44.41,1,6.43,18.33,0,3,Stable,Generative AI,Easy,0.261,0
LRN01644,Casual Learner,25,20,57.29,1,11.66,41.67,3,5,Declining,Machine Learning,Medium,0.31,0
LRN01645,Consistent Learner,26,15,82.7,18,14.86,43.33,7,5,Improving,MLOps,Hard,0.604,0
LRN01646,Fast Learner,57,35,98.0,18,26.64,95.0,20,14,Improving,MLOps,Hard,0.848,1
LRN01647,Casual Learner,25,16,55.98,2,10.74,41.67,5,2,Declining,Generative AI,Hard,0.259,0
LRN01648,Consistent Learner,21,17,94.8,17,23.5,35.0,15,10,Stable,Python,Medium,0.658,1
LRN01649,Casual Learner,20,15,42.91,3,5.48,33.33,0,3,Stable,Machine Learning,Medium,0.286,0
LRN01650,Consistent Learner,20,11,88.4,12,23.33,33.33,8,9,Improving,Machine Learning,Medium,0.674,1
LRN01651,Casual Learner,20,15,56.08,6,8.91,33.33,0,2,Improving,Machine Learning,Easy,0.445,0
LRN01652,Fast Learner,55,49,98.0,26,29.21,91.67,9,11,Improving,MLOps,Medium,0.894,1
LRN01653,Fast Learner,56,41,98.0,27,19.55,93.33,17,8,Improving,SQL,Easy,0.887,1
LRN01654,Casual Learner,5,2,49.85,6,5.28,8.33,1,5,Stable,Python,Easy,0.277,0
LRN01655,Fast Learner,37,31,98.0,22,33.99,61.67,20,11,Improving,Generative AI,Medium,0.853,1
LRN01656,Casual Learner,21,14,47.45,1,7.27,35.0,1,3,Improving,Generative AI,Hard,0.343,0
LRN01657,Consistent Learner,32,24,88.62,10,20.12,53.33,12,8,Improving,NLP,Medium,0.709,1
LRN01658,Consistent Learner,40,29,94.76,19,24.04,66.67,8,4,Improving,Machine Learning,Easy,0.791,1
LRN01659,Casual Learner,23,12,47.18,2,8.73,38.33,1,0,Stable,Machine Learning,Hard,0.276,0
LRN01660,Consistent Learner,32,26,81.77,19,14.08,53.33,14,10,Improving,Python,Easy,0.687,1
LRN01661,Casual Learner,17,11,52.51,8,5.76,28.33,5,3,Stable,NLP,Hard,0.296,0
LRN01662,Fast Learner,41,24,98.0,26,24.56,68.33,14,5,Improving,SQL,Medium,0.844,1
LRN01663,Consistent Learner,21,14,85.81,22,18.83,35.0,9,12,Improving,Python,Easy,0.68,1
LRN01664,Casual Learner,9,5,54.83,6,8.12,15.0,1,2,Stable,MLOps,Easy,0.322,0
LRN01665,Fast Learner,51,34,98.0,28,20.74,85.0,18,8,Improving,Machine Learning,Medium,0.88,1
LRN01666,Casual Learner,22,14,56.26,5,10.56,36.67,4,3,Stable,SQL,Easy,0.385,0
LRN01667,Consistent Learner,29,23,88.12,19,21.18,48.33,9,4,Improving,Generative AI,Hard,0.667,1
LRN01668,Casual Learner,12,8,53.02,4,10.5,20.0,2,4,Declining,NLP,Easy,0.249,0
LRN01669,Casual Learner,22,13,43.41,3,4.54,36.67,0,4,Stable,NLP,Medium,0.292,0
LRN01670,Casual Learner,22,11,54.75,8,8.78,36.67,4,2,Declining,Generative AI,Medium,0.3,0
LRN01671,Fast Learner,50,42,98.0,30,30.95,83.33,13,9,Improving,MLOps,Medium,0.9,1
LRN01672,Consistent Learner,45,22,76.89,14,18.78,75.0,5,6,Improving,Machine Learning,Medium,0.688,1
LRN01673,Casual Learner,12,10,44.12,0,8.1,20.0,1,5,Declining,SQL,Medium,0.188,0
LRN01674,Struggling Learner,11,6,36.33,4,4.7,18.33,3,1,Declining,NLP,Hard,0.104,0
LRN01675,Consistent Learner,45,35,70.5,16,11.18,75.0,6,7,Improving,MLOps,Medium,0.642,1
LRN01676,Fast Learner,42,25,98.0,26,33.89,70.0,8,8,Stable,SQL,Hard,0.72,1
LRN01677,Fast Learner,42,25,98.0,29,21.31,70.0,12,7,Improving,Machine Learning,Easy,0.839,1
LRN01678,Casual Learner,21,17,62.41,10,9.67,35.0,5,3,Improving,Generative AI,Medium,0.502,1
LRN01679,Casual Learner,9,7,49.61,4,8.12,15.0,3,4,Declining,Python,Medium,0.218,0
LRN01680,Consistent Learner,29,18,76.46,18,10.97,48.33,8,3,Improving,SQL,Medium,0.625,1
LRN01681,Consistent Learner,21,13,77.46,18,12.45,35.0,11,9,Improving,SQL,Easy,0.616,1
LRN01682,Struggling Learner,7,4,32.41,0,1.07,11.67,1,2,Stable,Python,Easy,0.175,0
LRN01683,Consistent Learner,34,27,82.47,13,16.61,56.67,15,9,Stable,NLP,Hard,0.562,0
LRN01684,Consistent Learner,39,22,82.43,20,15.21,65.0,8,3,Improving,Python,Hard,0.655,1
LRN01685,Consistent Learner,38,22,84.88,18,18.34,63.33,12,5,Stable,SQL,Easy,0.648,1
LRN01686,Consistent Learner,45,35,81.06,10,18.72,75.0,6,10,Improving,SQL,Easy,0.699,1
LRN01687,Fast Learner,58,39,98.0,23,25.03,96.67,18,13,Improving,NLP,Medium,0.904,1
LRN01688,Consistent Learner,28,18,80.81,15,16.21,46.67,9,3,Improving,NLP,Easy,0.654,1
LRN01689,Casual Learner,15,9,43.43,1,7.55,25.0,1,1,Declining,MLOps,Medium,0.196,0
LRN01690,Consistent Learner,42,25,71.01,14,13.82,70.0,8,10,Improving,Python,Medium,0.643,1
LRN01691,Fast Learner,36,21,98.0,29,20.03,60.0,16,5,Improving,NLP,Hard,0.775,1
LRN01692,Fast Learner,37,28,98.0,16,25.73,61.67,15,9,Stable,Generative AI,Easy,0.73,1
LRN01693,Struggling Learner,8,5,33.12,1,5.86,13.33,2,0,Stable,NLP,Hard,0.153,0
LRN01694,Consistent Learner,37,31,73.22,15,16.82,61.67,5,8,Improving,SQL,Medium,0.641,1
LRN01695,Casual Learner,23,18,52.08,6,10.91,38.33,1,1,Stable,SQL,Easy,0.366,0
LRN01696,Consistent Learner,20,14,86.86,25,14.57,33.33,13,12,Improving,Python,Hard,0.635,0
LRN01697,Consistent Learner,41,33,78.83,21,15.66,68.33,6,12,Stable,NLP,Medium,0.615,1
LRN01698,Struggling Learner,12,10,36.86,5,3.99,20.0,1,1,Stable,SQL,Easy,0.235,0
LRN01699,Consistent Learner,30,16,88.07,15,21.92,50.0,10,12,Stable,Machine Learning,Medium,0.634,1
LRN01700,Casual Learner,5,2,57.89,9,8.89,8.33,5,1,Improving,NLP,Easy,0.423,0
LRN01701,Consistent Learner,44,26,91.44,22,19.97,73.33,8,9,Stable,MLOps,Medium,0.703,1
LRN01702,Casual Learner,10,7,46.11,6,3.38,16.67,0,2,Improving,MLOps,Medium,0.348,0
LRN01703,Consistent Learner,23,16,71.83,11,13.35,38.33,5,7,Improving,SQL,Easy,0.566,1
LRN01704,Fast Learner,39,25,98.0,20,19.6,65.0,20,6,Improving,Python,Medium,0.82,1
LRN01705,Struggling Learner,13,7,37.15,3,4.75,21.67,2,0,Declining,Machine Learning,Medium,0.159,0
LRN01706,Consistent Learner,29,16,83.66,10,21.25,48.33,5,9,Stable,NLP,Medium,0.583,1
LRN01707,Consistent Learner,30,18,96.52,22,17.81,50.0,15,9,Stable,MLOps,Easy,0.69,1
LRN01708,Fast Learner,44,34,98.0,18,29.19,73.33,17,7,Improving,Python,Easy,0.855,1
LRN01709,Casual Learner,6,3,57.06,9,5.56,10.0,2,4,Improving,NLP,Hard,0.354,0
LRN01710,Casual Learner,8,6,49.68,9,3.81,13.33,3,1,Stable,Generative AI,Easy,0.294,0
LRN01711,Fast Learner,40,20,98.0,21,26.73,66.67,9,13,Improving,NLP,Easy,0.822,1
LRN01712,Fast Learner,35,25,98.0,26,19.06,58.33,11,7,Improving,Python,Easy,0.798,1
LRN01713,Consistent Learner,25,21,81.91,17,14.05,41.67,13,3,Improving,NLP,Hard,0.607,1
LRN01714,Casual Learner,23,15,51.83,0,9.91,38.33,0,3,Improving,NLP,Medium,0.423,1
